,AnsId,TagName,TagStrength,AnsScore,ScoreRange,AnsUserRep,ReputationRange,SmoothedWeightedUpVoteDownVoteRatio,SWUDRRange
6141,37234653,tensorflow,0.3652793730153368,1,[-2.00 - 96.00),26194,[1.00 - 252565.67),4.163467492260062,[0.00 - 141.84)
6142,37236571,keras,0.10749273697723127,1,[-2.00 - 35.67),1556,[1.00 - 45217.33),0.030959752321981424,[0.00 - 141.84)
6143,37236427,deep-learning,0.12921424228092696,3,[-2.00 - 86.00),757695,[505130.33 - 757696.00),0.13415892672858618,[0.00 - 141.84)
6144,40741488,tensorflow,0.3652793730153368,0,[-2.00 - 96.00),378,[1.00 - 252565.67),0.0010319917440660474,[0.00 - 141.84)
6145,37248279,tensorflow,0.3652793730153368,0,[-2.00 - 96.00),226,[1.00 - 252565.67),0.012899896800825593,[0.00 - 141.84)
6146,38403715,tensorflow,0.3652793730153368,6,[-2.00 - 96.00),305,[1.00 - 252565.67),0.007223942208462331,[0.00 - 141.84)
6147,37364902,tensorflow,0.3652793730153368,2,[-2.00 - 96.00),69,[1.00 - 252565.67),0.01238390092879257,[0.00 - 141.84)
6148,37238657,torch,0.01395176001621512,0,[-1.00 - 6.33),10433,[1.00 - 84779.33),3.714138286893705,[0.00 - 12.85)
6149,37247541,deep-learning,0.12921424228092696,1,[-2.00 - 86.00),106,[1.00 - 252565.67),0.028895768833849332,[0.00 - 141.84)
6150,37246045,neural-network,0.1516451591108709,0,[-3.00 - 301.33),2056,[1.00 - 337956.67),0.6191950464396285,[0.00 - 141.84)
6151,37239453,neural-network,0.1516451591108709,1,[-3.00 - 301.33),14652,[1.00 - 337956.67),1.9504643962848296,[0.00 - 141.84)
6152,37545220,neural-network,0.1516451591108709,0,[-3.00 - 301.33),4787,[1.00 - 337956.67),0.0010319917440660474,[0.00 - 141.84)
6153,37365979,tensorflow,0.3652793730153368,3,[-2.00 - 96.00),56,[1.00 - 252565.67),0.0041279669762641896,[0.00 - 141.84)
6154,37242246,tensorflow,0.3652793730153368,2,[-2.00 - 96.00),9884,[1.00 - 252565.67),16.942061034940288,[0.00 - 141.84)
6155,37240845,deep-learning,0.12921424228092696,0,[-2.00 - 86.00),6,[1.00 - 252565.67),0.0010319917440660474,[0.00 - 141.84)
6156,37449013,torch,0.01395176001621512,1,[-1.00 - 6.33),383,[1.00 - 84779.33),0.02063983488132095,[0.00 - 12.85)
6157,37242818,torch,0.01395176001621512,2,[-1.00 - 6.33),10433,[1.00 - 84779.33),3.714138286893705,[0.00 - 12.85)
6158,37268094,neural-network,0.1516451591108709,6,[-3.00 - 301.33),26094,[1.00 - 337956.67),32.368421052631575,[0.00 - 141.84)
6159,37791315,keras,0.10749273697723127,1,[-2.00 - 35.67),19,[1.00 - 45217.33),0.0015479876160990713,[0.00 - 141.84)
6160,37244542,neural-network,0.1516451591108709,1,[-3.00 - 301.33),1241,[1.00 - 337956.67),1.0939112487100102,[0.00 - 141.84)
6161,37248181,tensorflow,0.3652793730153368,0,[-2.00 - 96.00),226,[1.00 - 252565.67),0.012899896800825593,[0.00 - 141.84)
6162,37256459,deep-learning,0.12921424228092696,1,[-2.00 - 86.00),3075,[1.00 - 252565.67),1.2260061919504643,[0.00 - 141.84)
6163,37248942,tensorflow,0.3652793730153368,0,[-2.00 - 96.00),468,[1.00 - 252565.67),0.27450980392156865,[0.00 - 141.84)
6164,37254117,keras,0.10749273697723127,7,[-2.00 - 35.67),4444,[1.00 - 45217.33),2.526315789473684,[0.00 - 141.84)
6165,37248766,deep-learning,0.12921424228092696,4,[-2.00 - 86.00),468,[1.00 - 252565.67),0.27450980392156865,[0.00 - 141.84)
6166,37250118,deep-learning,0.12921424228092696,2,[-2.00 - 86.00),14016,[1.00 - 252565.67),188.0,[141.84 - 283.69)
6167,37264959,autoencoder,0.007702182284980745,1,[-1.00 - 5.67),42091,[36534.33 - 73067.67),38.54695562435501,[0.00 - 141.84)
6168,37250540,tensorflow,0.3652793730153368,4,[-2.00 - 96.00),4281,[1.00 - 252565.67),2.9365325077399382,[0.00 - 141.84)
6169,37268955,deep-learning,0.12921424228092696,2,[-2.00 - 86.00),226,[1.00 - 252565.67),0.012899896800825593,[0.00 - 141.84)
6170,39592453,tensorflow,0.3652793730153368,2,[-2.00 - 96.00),121,[1.00 - 252565.67),0.008255933952528379,[0.00 - 141.84)
6171,40117644,neural-network,0.1516451591108709,0,[-3.00 - 301.33),1,[1.00 - 337956.67),0.0010319917440660474,[0.00 - 141.84)
6172,37259857,deep-learning,0.12921424228092696,8,[-2.00 - 86.00),14652,[1.00 - 252565.67),1.9504643962848296,[0.00 - 141.84)
6173,37262964,neural-network,0.1516451591108709,2,[-3.00 - 301.33),15733,[1.00 - 337956.67),75.74613003095975,[0.00 - 141.84)
6174,37297719,deep-learning,0.12921424228092696,0,[-2.00 - 86.00),428,[1.00 - 252565.67),0.006191950464396285,[0.00 - 141.84)
6175,37278468,convolution,0.029761502601175598,1,[-2.00 - 21.33),2207,[1.00 - 176762.33),0.7100103199174407,[0.00 - 141.84)
6176,37265226,keras,0.10749273697723127,3,[-2.00 - 35.67),1562,[1.00 - 45217.33),0.18575851393188852,[0.00 - 141.84)
6177,37265301,caffe,0.05955678670360111,1,[-1.00 - 30.00),2748,[1.00 - 209904.00),0.0020639834881320948,[0.00 - 141.84)
6178,37278717,caffe,0.05955678670360111,2,[-1.00 - 30.00),1564,[1.00 - 209904.00),0.7678018575851393,[0.00 - 141.84)
6179,37273295,tensorflow,0.3652793730153368,13,[-2.00 - 96.00),14016,[1.00 - 252565.67),188.0,[141.84 - 283.69)
6180,47568827,tensorflow,0.3652793730153368,0,[-2.00 - 96.00),29,[1.00 - 252565.67),0.0010319917440660474,[0.00 - 141.84)
6181,37312470,conv-neural-network,0.046010404702384974,7,[-2.00 - 57.33),150,[1.00 - 89142.00),0.008255933952528379,[0.00 - 141.84)
6182,46858107,tensorflow,0.3652793730153368,1,[-2.00 - 96.00),919,[1.00 - 252565.67),0.5108359133126935,[0.00 - 141.84)
6183,37279340,neural-network,0.1516451591108709,2,[-3.00 - 301.33),14016,[1.00 - 337956.67),188.0,[141.84 - 283.69)
6184,37288027,neural-network,0.1516451591108709,2,[-3.00 - 301.33),99,[1.00 - 337956.67),0.0030959752321981426,[0.00 - 141.84)
6185,37278212,neural-network,0.1516451591108709,3,[-3.00 - 301.33),7124,[1.00 - 337956.67),0.0041279669762641896,[0.00 - 141.84)
6186,37282629,keras,0.10749273697723127,1,[-2.00 - 35.67),15733,[1.00 - 45217.33),75.74613003095975,[0.00 - 141.84)
6187,37283058,caffe,0.05955678670360111,26,[-1.00 - 30.00),32059,[1.00 - 209904.00),8.87719298245614,[0.00 - 141.84)
6188,37282396,deep-learning,0.12921424228092696,3,[-2.00 - 86.00),13024,[1.00 - 252565.67),0.037151702786377715,[0.00 - 141.84)
6189,37288379,tensorflow,0.3652793730153368,5,[-2.00 - 96.00),1219,[1.00 - 252565.67),0.2951496388028896,[0.00 - 141.84)
6190,37287117,keras,0.10749273697723127,3,[-2.00 - 35.67),1502,[1.00 - 45217.33),0.02476780185758514,[0.00 - 141.84)
6191,37289106,tensorflow,0.3652793730153368,1,[-2.00 - 96.00),438,[1.00 - 252565.67),0.07567939456484347,[0.00 - 141.84)
6192,37288381,tensorflow,0.3652793730153368,1,[-2.00 - 96.00),11,[1.00 - 252565.67),0.0020639834881320948,[0.00 - 141.84)
6193,37284916,tensorflow,0.3652793730153368,0,[-2.00 - 96.00),14718,[1.00 - 252565.67),0.0010319917440660474,[0.00 - 141.84)
6194,37304819,tensorflow,0.3652793730153368,2,[-2.00 - 96.00),2085,[1.00 - 252565.67),0.0030959752321981426,[0.00 - 141.84)
6195,37324956,tensorflow,0.3652793730153368,0,[-2.00 - 96.00),378,[1.00 - 252565.67),0.0010319917440660474,[0.00 - 141.84)
6196,37311627,deep-learning,0.12921424228092696,1,[-2.00 - 86.00),42091,[1.00 - 252565.67),38.54695562435501,[0.00 - 141.84)
6197,37296168,conv-neural-network,0.046010404702384974,37,[-2.00 - 57.33),837,[1.00 - 89142.00),0.09907120743034056,[0.00 - 141.84)
6198,38710661,neural-network,0.1516451591108709,2,[-3.00 - 301.33),4031,[1.00 - 337956.67),0.0030959752321981426,[0.00 - 141.84)
6199,37656171,tensorflow,0.3652793730153368,8,[-2.00 - 96.00),439,[1.00 - 252565.67),0.0412796697626419,[0.00 - 141.84)
6200,37646560,tensorflow,0.3652793730153368,1,[-2.00 - 96.00),778,[1.00 - 252565.67),0.11145510835913312,[0.00 - 141.84)
6201,37302813,deep-learning,0.12921424228092696,10,[-2.00 - 86.00),14016,[1.00 - 252565.67),188.0,[141.84 - 283.69)
6202,37304286,caffe,0.05955678670360111,9,[-1.00 - 30.00),3414,[1.00 - 209904.00),5.340557275541796,[0.00 - 141.84)
6203,44899936,caffe,0.05955678670360111,1,[-1.00 - 30.00),532,[1.00 - 209904.00),0.006191950464396285,[0.00 - 141.84)
6204,37306407,tensorflow,0.3652793730153368,2,[-2.00 - 96.00),26194,[1.00 - 252565.67),4.163467492260062,[0.00 - 141.84)
6205,37318426,convolution,0.029761502601175598,1,[-2.00 - 21.33),3625,[1.00 - 176762.33),0.0041279669762641896,[0.00 - 141.84)
6206,38200214,conv-neural-network,0.046010404702384974,1,[-2.00 - 57.33),26,[1.00 - 89142.00),0.0020639834881320948,[0.00 - 141.84)
6207,37359199,tensorboard,0.015201675562461995,12,[-1.00 - 24.67),77425,[49424.67 - 98848.33),425.53333333333336,[283.69 - 426.53)
6208,37381391,tensorflow,0.3652793730153368,1,[-2.00 - 96.00),110,[1.00 - 252565.67),0.0020639834881320948,[0.00 - 141.84)
6209,37306108,tensorflow,0.3652793730153368,1,[-2.00 - 96.00),26194,[1.00 - 252565.67),4.163467492260062,[0.00 - 141.84)
6210,37333292,deep-learning,0.12921424228092696,0,[-2.00 - 86.00),5245,[1.00 - 252565.67),0.01238390092879257,[0.00 - 141.84)
6211,37405076,torch,0.01395176001621512,0,[-1.00 - 6.33),18,[1.00 - 84779.33),0.0010319917440660474,[0.00 - 12.85)
6212,37317447,conv-neural-network,0.046010404702384974,4,[-2.00 - 57.33),28851,[1.00 - 89142.00),2.3993808049535605,[0.00 - 141.84)
6213,37540306,keras,0.10749273697723127,4,[-2.00 - 35.67),175,[1.00 - 45217.33),0.0051599587203302365,[0.00 - 141.84)
6214,40489926,tensorflow,0.3652793730153368,2,[-2.00 - 96.00),63,[1.00 - 252565.67),0.0030959752321981426,[0.00 - 141.84)
6215,37329794,recurrent-neural-network,0.005742855212485643,2,[0.00 - 9.00),1050,[1.00 - 84685.00),1.1052631578947372,[0.00 - 141.85)
6216,37317121,deep-learning,0.12921424228092696,1,[-2.00 - 86.00),2407,[1.00 - 252565.67),0.0015479876160990713,[0.00 - 141.84)
6217,37317322,neural-network,0.1516451591108709,85,[-3.00 - 301.33),14016,[1.00 - 337956.67),188.0,[141.84 - 283.69)
6218,37603570,tensorflow,0.3652793730153368,2,[-2.00 - 96.00),312,[1.00 - 252565.67),0.008255933952528379,[0.00 - 141.84)
6219,37365051,keras,0.10749273697723127,1,[-2.00 - 35.67),161,[1.00 - 45217.33),0.0020639834881320948,[0.00 - 141.84)
6220,40389498,tensorflow,0.3652793730153368,5,[-2.00 - 96.00),114,[1.00 - 252565.67),0.017027863777089782,[0.00 - 141.84)
6221,37314531,caffe,0.05955678670360111,1,[-1.00 - 30.00),63423,[1.00 - 209904.00),71.46687306501549,[0.00 - 141.84)
6222,37327450,deep-learning,0.12921424228092696,2,[-2.00 - 86.00),77425,[1.00 - 252565.67),425.53333333333336,[283.69 - 426.53)
6223,37329978,conv-neural-network,0.046010404702384974,1,[-2.00 - 57.33),15733,[1.00 - 89142.00),75.74613003095975,[0.00 - 141.84)
6224,37316050,neural-network,0.1516451591108709,1,[-3.00 - 301.33),3102,[1.00 - 337956.67),0.0020639834881320948,[0.00 - 141.84)
6225,37328207,neural-network,0.1516451591108709,1,[-3.00 - 301.33),15733,[1.00 - 337956.67),75.74613003095975,[0.00 - 141.84)
6226,37697302,conv-neural-network,0.046010404702384974,0,[-2.00 - 57.33),302,[1.00 - 89142.00),0.0010319917440660474,[0.00 - 141.84)
6227,37320233,tensorflow,0.3652793730153368,3,[-2.00 - 96.00),14016,[1.00 - 252565.67),188.0,[141.84 - 283.69)
6228,37322266,tensorflow,0.3652793730153368,4,[-2.00 - 96.00),14016,[1.00 - 252565.67),188.0,[141.84 - 283.69)
6229,37522527,keras,0.10749273697723127,2,[-2.00 - 35.67),593,[1.00 - 45217.33),0.19504643962848295,[0.00 - 141.84)
6230,37754867,caffe,0.05955678670360111,2,[-1.00 - 30.00),121,[1.00 - 209904.00),0.0030959752321981426,[0.00 - 141.84)
6231,37493245,torch,0.01395176001621512,6,[-1.00 - 6.33),327,[1.00 - 84779.33),0.007223942208462331,[0.00 - 12.85)
6232,37330543,deep-learning,0.12921424228092696,2,[-2.00 - 86.00),32059,[1.00 - 252565.67),8.87719298245614,[0.00 - 141.84)
6233,37327561,tensorflow,0.3652793730153368,18,[-2.00 - 96.00),14016,[1.00 - 252565.67),188.0,[141.84 - 283.69)
6234,37335299,neural-network,0.1516451591108709,1,[-3.00 - 301.33),42091,[1.00 - 337956.67),38.54695562435501,[0.00 - 141.84)
6235,44875026,caffe,0.05955678670360111,0,[-1.00 - 30.00),609,[1.00 - 209904.00),0.0010319917440660474,[0.00 - 141.84)
6236,37330362,tensorflow,0.3652793730153368,1,[-2.00 - 96.00),838,[1.00 - 252565.67),0.0020639834881320948,[0.00 - 141.84)
6237,43266425,tensorflow,0.3652793730153368,2,[-2.00 - 96.00),845,[1.00 - 252565.67),0.239422084623323,[0.00 - 141.84)
6238,37330317,caffe,0.05955678670360111,1,[-1.00 - 30.00),29,[1.00 - 209904.00),0.0020639834881320948,[0.00 - 141.84)
6239,37351218,neural-network,0.1516451591108709,1,[-3.00 - 301.33),9850,[1.00 - 337956.67),0.0020639834881320948,[0.00 - 141.84)
6240,37328674,torch,0.01395176001621512,1,[-1.00 - 6.33),17596,[1.00 - 84779.33),0.7719298245614035,[0.00 - 12.85)
6241,37331378,tensorflow,0.3652793730153368,3,[-2.00 - 96.00),77425,[1.00 - 252565.67),425.53333333333336,[283.69 - 426.53)
6242,37330297,tensorflow,0.3652793730153368,3,[-2.00 - 96.00),77425,[1.00 - 252565.67),425.53333333333336,[283.69 - 426.53)
6243,37356906,neural-network,0.1516451591108709,0,[-3.00 - 301.33),11523,[1.00 - 337956.67),1.7936016511867905,[0.00 - 141.84)
6244,37336098,tensorflow,0.3652793730153368,6,[-2.00 - 96.00),26194,[1.00 - 252565.67),4.163467492260062,[0.00 - 141.84)
6245,38726143,tensorflow,0.3652793730153368,6,[-2.00 - 96.00),116,[1.00 - 252565.67),0.007223942208462331,[0.00 - 141.84)
6246,39353693,tensorflow,0.3652793730153368,68,[-2.00 - 96.00),867,[1.00 - 252565.67),0.03611971104231166,[0.00 - 141.84)
6247,37343690,conv-neural-network,0.046010404702384974,49,[-2.00 - 57.33),14016,[1.00 - 89142.00),188.0,[141.84 - 283.69)
6248,37375187,keras,0.10749273697723127,1,[-2.00 - 35.67),15733,[1.00 - 45217.33),75.74613003095975,[0.00 - 141.84)
6249,37348197,tensorflow,0.3652793730153368,4,[-2.00 - 96.00),15979,[1.00 - 252565.67),0.0051599587203302365,[0.00 - 141.84)
6250,37350581,tensorflow,0.3652793730153368,2,[-2.00 - 96.00),14016,[1.00 - 252565.67),188.0,[141.84 - 283.69)
6251,37350251,deep-learning,0.12921424228092696,8,[-2.00 - 86.00),374287,[252565.67 - 505130.33),0.06191950464396285,[0.00 - 141.84)
6252,37651236,tensorflow,0.3652793730153368,0,[-2.00 - 96.00),1,[1.00 - 252565.67),0.0010319917440660474,[0.00 - 141.84)
6253,37361115,keras,0.10749273697723127,1,[-2.00 - 35.67),12697,[1.00 - 45217.33),2.4509803921568634,[0.00 - 141.84)
6254,37657767,tensorflow,0.3652793730153368,4,[-2.00 - 96.00),1460,[1.00 - 252565.67),0.3126934984520124,[0.00 - 141.84)
6255,37357876,tensorflow,0.3652793730153368,3,[-2.00 - 96.00),77425,[1.00 - 252565.67),425.53333333333336,[283.69 - 426.53)
6256,37356600,convolution,0.029761502601175598,0,[-2.00 - 21.33),425,[1.00 - 176762.33),0.0010319917440660474,[0.00 - 141.84)
6257,37357198,neural-network,0.1516451591108709,3,[-3.00 - 301.33),5521,[1.00 - 337956.67),0.0051599587203302365,[0.00 - 141.84)
6258,37359401,tensorflow,0.3652793730153368,1,[-2.00 - 96.00),56,[1.00 - 252565.67),0.0020639834881320948,[0.00 - 141.84)
6259,37451697,recurrent-neural-network,0.005742855212485643,1,[0.00 - 9.00),678,[1.00 - 84685.00),0.008255933952528379,[0.00 - 141.85)
6260,37360182,tensorflow,0.3652793730153368,0,[-2.00 - 96.00),757695,[505130.33 - 757696.00),0.13415892672858618,[0.00 - 141.84)
6261,37360835,tensorflow,0.3652793730153368,2,[-2.00 - 96.00),749,[1.00 - 252565.67),0.0030959752321981426,[0.00 - 141.84)
6262,37362457,deep-learning,0.12921424228092696,1,[-2.00 - 86.00),752,[1.00 - 252565.67),0.0020639834881320948,[0.00 - 141.84)
6263,37366060,tensorflow,0.3652793730153368,1,[-2.00 - 96.00),438,[1.00 - 252565.67),0.07567939456484347,[0.00 - 141.84)
6264,37365988,tensorflow,0.3652793730153368,2,[-2.00 - 96.00),16354,[1.00 - 252565.67),0.02063983488132095,[0.00 - 141.84)
6265,37602551,caffe,0.05955678670360111,2,[-1.00 - 30.00),14988,[1.00 - 209904.00),0.006191950464396285,[0.00 - 141.84)
6266,37370966,deep-learning,0.12921424228092696,2,[-2.00 - 86.00),5245,[1.00 - 252565.67),0.01238390092879257,[0.00 - 141.84)
6267,37375192,neural-network,0.1516451591108709,3,[-3.00 - 301.33),430,[1.00 - 337956.67),0.009287925696594429,[0.00 - 141.84)
6268,37373095,torch,0.01395176001621512,2,[-1.00 - 6.33),6964,[1.00 - 84779.33),0.07567939456484347,[0.00 - 12.85)
6269,37372682,backpropagation,0.016485372609958786,0,[-1.00 - 16.33),15733,[1.00 - 162004.33),75.74613003095975,[0.00 - 141.84)
6270,37390265,caffe,0.05955678670360111,0,[-1.00 - 30.00),305,[1.00 - 209904.00),0.009287925696594429,[0.00 - 141.84)
6271,37374824,neural-network,0.1516451591108709,0,[-3.00 - 301.33),15733,[1.00 - 337956.67),75.74613003095975,[0.00 - 141.84)
6272,37378755,tensorflow,0.3652793730153368,16,[-2.00 - 96.00),37763,[1.00 - 252565.67),0.3715170278637771,[0.00 - 141.84)
6273,37381556,tensorflow,0.3652793730153368,0,[-2.00 - 96.00),29493,[1.00 - 252565.67),43.85999312005504,[0.00 - 141.84)
6274,37377544,torch,0.01395176001621512,2,[-1.00 - 6.33),10433,[1.00 - 84779.33),3.714138286893705,[0.00 - 12.85)
6275,37377303,tensorflow,0.3652793730153368,9,[-2.00 - 96.00),9884,[1.00 - 252565.67),16.942061034940288,[0.00 - 141.84)
6276,37390174,caffe,0.05955678670360111,1,[-1.00 - 30.00),305,[1.00 - 209904.00),0.009287925696594429,[0.00 - 141.84)
6277,38964881,keras,0.10749273697723127,4,[-2.00 - 35.67),56,[1.00 - 45217.33),0.0051599587203302365,[0.00 - 141.84)
6278,37387679,torch,0.01395176001621512,1,[-1.00 - 6.33),10433,[1.00 - 84779.33),3.714138286893705,[0.00 - 12.85)
6279,37424450,caffe,0.05955678670360111,1,[-1.00 - 30.00),601,[1.00 - 209904.00),0.0020639834881320948,[0.00 - 141.84)
6280,37380692,keras,0.10749273697723127,4,[-2.00 - 35.67),4281,[1.00 - 45217.33),2.9365325077399382,[0.00 - 141.84)
6281,37379879,tensorflow,0.3652793730153368,0,[-2.00 - 96.00),77425,[1.00 - 252565.67),425.53333333333336,[283.69 - 426.53)
6282,37380546,tensorflow,0.3652793730153368,1,[-2.00 - 96.00),77425,[1.00 - 252565.67),425.53333333333336,[283.69 - 426.53)
6283,37385205,deep-learning,0.12921424228092696,0,[-2.00 - 86.00),468,[1.00 - 252565.67),0.27450980392156865,[0.00 - 141.84)
6284,37386150,tensorflow,0.3652793730153368,26,[-2.00 - 96.00),2948,[1.00 - 252565.67),0.7781217750257998,[0.00 - 141.84)
6285,38567391,deeplearning4j,0.0031754611174920613,0,[0.00 - 3.67),1226,[1.00 - 85949.00),1.909184726522188,[0.00 - 17.04)
6286,37407788,deep-learning,0.12921424228092696,1,[-2.00 - 86.00),28851,[1.00 - 252565.67),2.3993808049535605,[0.00 - 141.84)
6287,37444321,tensorflow,0.3652793730153368,3,[-2.00 - 96.00),458,[1.00 - 252565.67),0.0041279669762641896,[0.00 - 141.84)
6288,38015373,caffe,0.05955678670360111,1,[-1.00 - 30.00),96,[1.00 - 209904.00),0.06501547987616099,[0.00 - 141.84)
6289,37413728,keras,0.10749273697723127,4,[-2.00 - 35.67),17117,[1.00 - 45217.33),0.010319917440660476,[0.00 - 141.84)
6290,37948149,tensorflow,0.3652793730153368,11,[-2.00 - 96.00),690,[1.00 - 252565.67),0.033023735810113516,[0.00 - 141.84)
6291,40046393,tensorflow,0.3652793730153368,0,[-2.00 - 96.00),1,[1.00 - 252565.67),0.0010319917440660474,[0.00 - 141.84)
6292,37399558,deep-learning,0.12921424228092696,2,[-2.00 - 86.00),1556,[1.00 - 252565.67),0.030959752321981424,[0.00 - 141.84)
6293,37400046,neural-network,0.1516451591108709,1,[-3.00 - 301.33),4622,[1.00 - 337956.67),0.0041279669762641896,[0.00 - 141.84)
6294,37403612,deep-learning,0.12921424228092696,2,[-2.00 - 86.00),636,[1.00 - 252565.67),0.18575851393188852,[0.00 - 141.84)
6295,37407895,caffe,0.05955678670360111,2,[-1.00 - 30.00),63423,[1.00 - 209904.00),71.46687306501549,[0.00 - 141.84)
6296,37653540,convolution,0.029761502601175598,5,[-2.00 - 21.33),81,[1.00 - 176762.33),0.006191950464396285,[0.00 - 141.84)
6297,37415842,caffe,0.05955678670360111,1,[-1.00 - 30.00),461,[1.00 - 209904.00),0.10319917440660474,[0.00 - 141.84)
6298,38567433,deeplearning4j,0.0031754611174920613,1,[0.00 - 3.67),1226,[1.00 - 85949.00),1.909184726522188,[0.00 - 17.04)
6299,37413434,tensorflow,0.3652793730153368,0,[-2.00 - 96.00),14016,[1.00 - 252565.67),188.0,[141.84 - 283.69)
6300,37412260,caffe,0.05955678670360111,16,[-1.00 - 30.00),63423,[1.00 - 209904.00),71.46687306501549,[0.00 - 141.84)
6301,37411400,tensorboard,0.015201675562461995,1,[-1.00 - 24.67),1106,[1.00 - 49424.67),1.2569659442724461,[0.00 - 141.84)
6302,37422039,tensorflow,0.3652793730153368,0,[-2.00 - 96.00),1143,[1.00 - 252565.67),2.4520123839009287,[0.00 - 141.84)
6303,37422287,tensorflow,0.3652793730153368,1,[-2.00 - 96.00),14016,[1.00 - 252565.67),188.0,[141.84 - 283.69)
6304,37448589,torch,0.01395176001621512,1,[-1.00 - 6.33),383,[1.00 - 84779.33),0.02063983488132095,[0.00 - 12.85)
6305,37431733,backpropagation,0.016485372609958786,0,[-1.00 - 16.33),88,[1.00 - 162004.33),0.0010319917440660474,[0.00 - 141.84)
6306,37419537,caffe,0.05955678670360111,11,[-1.00 - 30.00),63423,[1.00 - 209904.00),71.46687306501549,[0.00 - 141.84)
6307,37423405,neural-network,0.1516451591108709,9,[-3.00 - 301.33),42091,[1.00 - 337956.67),38.54695562435501,[0.00 - 141.84)
6308,43277780,tensorflow,0.3652793730153368,0,[-2.00 - 96.00),19,[1.00 - 252565.67),0.0010319917440660474,[0.00 - 141.84)
6309,37823160,deep-learning,0.12921424228092696,0,[-2.00 - 86.00),97,[1.00 - 252565.67),0.009287925696594429,[0.00 - 141.84)
6310,38017625,tensorflow,0.3652793730153368,0,[-2.00 - 96.00),2976,[1.00 - 252565.67),0.3075335397316821,[0.00 - 141.84)
6311,41133812,tensorflow,0.3652793730153368,0,[-2.00 - 96.00),906,[1.00 - 252565.67),0.0041279669762641896,[0.00 - 141.84)
6312,39323246,tensorflow,0.3652793730153368,3,[-2.00 - 96.00),53,[1.00 - 252565.67),0.0041279669762641896,[0.00 - 141.84)
6313,37575788,deep-learning,0.12921424228092696,14,[-2.00 - 86.00),171,[1.00 - 252565.67),0.015479876160990712,[0.00 - 141.84)
6314,37430868,neural-network,0.1516451591108709,3,[-3.00 - 301.33),3160,[1.00 - 337956.67),0.06707946336429309,[0.00 - 141.84)
6315,37439885,deep-learning,0.12921424228092696,4,[-2.00 - 86.00),15733,[1.00 - 252565.67),75.74613003095975,[0.00 - 141.84)
6316,37432424,tensorflow,0.3652793730153368,1,[-2.00 - 96.00),1143,[1.00 - 252565.67),2.4520123839009287,[0.00 - 141.84)
6317,37435874,deep-learning,0.12921424228092696,22,[-2.00 - 86.00),14016,[1.00 - 252565.67),188.0,[141.84 - 283.69)
6318,37437769,deep-learning,0.12921424228092696,9,[-2.00 - 86.00),15733,[1.00 - 252565.67),75.74613003095975,[0.00 - 141.84)
6319,37458318,conv-neural-network,0.046010404702384974,1,[-2.00 - 57.33),1866,[1.00 - 89142.00),0.108359133126935,[0.00 - 141.84)
6320,37438270,caffe,0.05955678670360111,1,[-1.00 - 30.00),15733,[1.00 - 209904.00),75.74613003095975,[0.00 - 141.84)
6321,37440457,tensorflow,0.3652793730153368,2,[-2.00 - 96.00),897,[1.00 - 252565.67),0.33591331269349844,[0.00 - 141.84)
6322,37452938,tensorflow,0.3652793730153368,3,[-2.00 - 96.00),77425,[1.00 - 252565.67),425.53333333333336,[283.69 - 426.53)
6323,37515496,caffe,0.05955678670360111,1,[-1.00 - 30.00),55,[1.00 - 209904.00),0.008255933952528379,[0.00 - 141.84)
6324,37444810,tensorflow,0.3652793730153368,30,[-2.00 - 96.00),876,[1.00 - 252565.67),0.03199174406604747,[0.00 - 141.84)
6325,37446389,neural-network,0.1516451591108709,0,[-3.00 - 301.33),42091,[1.00 - 337956.67),38.54695562435501,[0.00 - 141.84)
6326,37529114,caffe,0.05955678670360111,0,[-1.00 - 30.00),55,[1.00 - 209904.00),0.008255933952528379,[0.00 - 141.84)
6327,38712551,caffe,0.05955678670360111,1,[-1.00 - 30.00),18,[1.00 - 209904.00),0.0020639834881320948,[0.00 - 141.84)
6328,38395702,lstm,0.014661171542463347,1,[-1.00 - 5.33),11,[1.00 - 45217.33),0.0020639834881320948,[0.00 - 141.84)
6329,37446863,deconvolution,0.0008445375312478887,6,[6.00 - 13.00),399,[18.00 - 26249.00),0.02476780185758514,[0.00 - 141.84)
6330,37448050,deep-learning,0.12921424228092696,4,[-2.00 - 86.00),9235,[1.00 - 252565.67),1.673374613003096,[0.00 - 141.84)
6331,37455770,conv-neural-network,0.046010404702384974,2,[-2.00 - 57.33),348,[1.00 - 89142.00),0.13622291021671826,[0.00 - 141.84)
6332,37468323,tensorflow,0.3652793730153368,11,[-2.00 - 96.00),37763,[1.00 - 252565.67),0.3715170278637771,[0.00 - 141.84)
6333,37448608,tensorflow,0.3652793730153368,2,[-2.00 - 96.00),77425,[1.00 - 252565.67),425.53333333333336,[283.69 - 426.53)
6334,37463920,backpropagation,0.016485372609958786,1,[-1.00 - 16.33),986,[1.00 - 162004.33),0.02063983488132095,[0.00 - 141.84)
6335,37472643,tensorflow,0.3652793730153368,4,[-2.00 - 96.00),476,[1.00 - 252565.67),0.22703818369453044,[0.00 - 141.84)
6336,37451880,tensorboard,0.015201675562461995,5,[-1.00 - 24.67),313,[1.00 - 49424.67),0.01238390092879257,[0.00 - 141.84)
6337,37465368,deep-learning,0.12921424228092696,2,[-2.00 - 86.00),32059,[1.00 - 252565.67),8.87719298245614,[0.00 - 141.84)
